IDACCOUNT;USERNAME;NOMBRE_EJECUTIVO;EQUIPO;JEFE_AREA;NOMBRE_USUARIO_JEFE_AREA
6283-46;cuvaldes;Camila Antonia Valdés Urrutia;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
3072-24;prirarrazaval;Pablo Andrés Irarrázaval Ríos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4283-19;msgarciahuidobro;María Paz García-Huidobro Silva;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
3480-78;tflabbe;Tomás Eduardo Labbé Fuenzalida;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8195-90;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1302-40;lcvial;Lorena Marcela Vial Cifuentes;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
5560-16;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2030-81;jmchadwick;Javier Nicolás Chadwick Morales;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
8438-58;nseyzaguirre;Natalia Fernanda Eyzaguirre Soto;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1250-53;rputrrutia;Ricardo Sebastián Urrutia Peña;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
2678-74;pwfernandez;Paulina Andrea Fernández Wood;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7538-62;mcgazmuri;Matías Felipe Gazmuri Correa;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
9499-41;vphuneeus;Verónica Alejandra Huneeus Prado;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
2117-12;irbarrenechea;Ignacio Tomás Barrenechea Rojas;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6291-50;dvlatorre;Daniela Sofía Latorre Valdés;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1608-34;ckmontoya;Cristóbal Ignacio Montoya Klein;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
9283-68;mwarancibia;María José Arancibia Walker;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3489-81;rfdelrio;Rodrigo Patricio Del Río Fuentes;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
1398-52;cscovarrubias;Claudia Beatriz Covarrubias Silva;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2221-10;flearrzuriz;Felipe Joaquín Errázuriz Lagos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
5788-67;alsanmartin;Ana Paula San Martín Loyola;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
5501-91;gpvicuna;Gonzalo Esteban Vicuña Pérez;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
5629-94;csundurraga;Carolina Isabel Undurraga Soto;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4760-96;srbalmaceda;Sebastián Andrés Balmaceda Ríos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7677-86;mmecheverria;María Fernanda Echeverría Montoya;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6693-41;avlarrain;Alejandro Ignacio Larraín Valdés;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4807-52;tflabbe;Tomás Eduardo Labbé Fuenzalida;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
1223-70;msgarciahuidobro;María Paz García-Huidobro Silva;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2111-38;prirarrazaval;Pablo Andrés Irarrázaval Ríos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2163-67;lcvial;Lorena Marcela Vial Cifuentes;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
6203-16;cuvaldes;Camila Antonia Valdés Urrutia;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2784-54;frzanartu;Francisca Ignacia Zañartu Rivas;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
1658-16;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
3671-75;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
4492-37;mdibanez;María Loreto Ibáñez Del Solar;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
6257-68;glvergara;Gonzalo Patricio Vergara Lyon;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
1299-97;avlecaros;Alonso Martín Lecaros Vega;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2351-31;mvbarros;Mauricio Andrés Barros Varela;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3816-98;vcalywin;Vicente Tomás Aylwin Cáceres;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
8670-48;cmvillalobos;Catalina Andrea Villalobos Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
8374-41;lucorvalan;Luis Felipe Corvalán Urrutia;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
9616-21;hlhurtado;Héctor Manuel Hurtado Larraín;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7334-53;mcdelano;María Elena Délano Cruz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
5224-45;pfleniz;Paula Verónica Léniz Figueroa;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7315-10;iszaldivar;Ignacio Benjamín Zaldívar Soto;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3280-87;dlfontaine;Daniela Carolina Fontaine Lagos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
9241-91;mfmontt;María Ignacia Montt Ferrada;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2353-52;aqsolar;Andrea Paulina Solar Quiroga;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7893-35;jmchadwick;Javier Nicolás Chadwick Morales;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3831-39;smfigueroa;Sebastián Ignacio Figueroa Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
1659-25;jpmendendez;Joaquín Sebastián Menéndez Prado;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
6945-33;frtocornal;Felipe Esteban Tocornal Ruiz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1486-86;cpbascunan;Claudia Patricia Bascuñán Puelma;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7030-61;ckcifuentes;Cristian Eduardo Cifuentes Klein;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
8894-46;amgazitua;Ana Sofía Gazitúa Morales;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
2781-63;npsubercaseaux;Natalia Beatriz Subercaseaux Prado;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
5410-80;mdlarraechea;María Angélica Larraechea Díaz;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3923-63;rvprieto;Rodrigo Esteban Prieto Valenzuela;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
8460-80;nseyzaguirre;Natalia Fernanda Eyzaguirre Soto;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
4858-60;rputrrutia;Ricardo Sebastián Urrutia Peña;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1468-91;pwfernandez;Paulina Andrea Fernández Wood;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1564-81;mcgazmuri;Matías Felipe Gazmuri Correa;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
5501-11;vphuneeus;Verónica Alejandra Huneeus Prado;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6177-19;irbarrenechea;Ignacio Tomás Barrenechea Rojas;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3168-78;dvlatorre;Daniela Sofía Latorre Valdés;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
5460-55;ckmontoya;Cristóbal Ignacio Montoya Klein;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7713-71;mwarancibia;María José Arancibia Walker;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2244-68;rfdelrio;Rodrigo Patricio Del Río Fuentes;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7747-48;cscovarrubias;Claudia Beatriz Covarrubias Silva;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3173-90;flearrzuriz;Felipe Joaquín Errázuriz Lagos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4358-63;alsanmartin;Ana Paula San Martín Loyola;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4043-46;gpvicuna;Gonzalo Esteban Vicuña Pérez;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4008-87;csundurraga;Carolina Isabel Undurraga Soto;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3664-12;srbalmaceda;Sebastián Andrés Balmaceda Ríos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
1457-37;mmecheverria;María Fernanda Echeverría Montoya;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
5519-81;avlarrain;Alejandro Ignacio Larraín Valdés;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3859-78;cpbascunan;Claudia Patricia Bascuñán Puelma;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3574-94;frtocornal;Felipe Esteban Tocornal Ruiz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6380-22;ckcifuentes;Cristian Eduardo Cifuentes Klein;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
9401-60;jmchadwick;Javier Nicolás Chadwick Morales;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
2622-72;jpmendendez;Joaquín Sebastián Menéndez Prado;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2934-94;dlfontaine;Daniela Carolina Fontaine Lagos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7087-50;mfmontt;María Ignacia Montt Ferrada;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6640-57;smfigueroa;Sebastián Ignacio Figueroa Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7005-12;aqsolar;Andrea Paulina Solar Quiroga;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
8400-83;iszaldivar;Ignacio Benjamín Zaldívar Soto;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7395-13;amgazitua;Ana Sofía Gazitúa Morales;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
8644-86;lucorvalan;Luis Felipe Corvalán Urrutia;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
5431-43;npsubercaseaux;Natalia Beatriz Subercaseaux Prado;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
2058-45;mvbarros;Mauricio Andrés Barros Varela;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
8013-54;mdlarraechea;María Angélica Larraechea Díaz;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
5123-42;rvprieto;Rodrigo Esteban Prieto Valenzuela;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
4436-44;hlhurtado;Héctor Manuel Hurtado Larraín;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
5609-24;vcalywin;Vicente Tomás Aylwin Cáceres;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2886-42;cmvillalobos;Catalina Andrea Villalobos Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7145-47;tflabbe;Tomás Eduardo Labbé Fuenzalida;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4351-25;glvergara;Gonzalo Patricio Vergara Lyon;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
8043-90;msgarciahuidobro;María Paz García-Huidobro Silva;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
1997-43;avlecaros;Alonso Martín Lecaros Vega;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2288-77;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3855-62;pfleniz;Paula Verónica Léniz Figueroa;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3309-32;lcvial;Lorena Marcela Vial Cifuentes;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4054-86;mcdelano;María Elena Délano Cruz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
5602-85;mdibanez;María Loreto Ibáñez Del Solar;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
4247-11;prirarrazaval;Pablo Andrés Irarrázaval Ríos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
6406-10;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
6627-88;cuvaldes;Camila Antonia Valdés Urrutia;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4708-59;frzanartu;Francisca Ignacia Zañartu Rivas;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4227-88;nseyzaguirre;Natalia Fernanda Eyzaguirre Soto;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3252-70;rputrrutia;Ricardo Sebastián Urrutia Peña;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1540-18;pwfernandez;Paulina Andrea Fernández Wood;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6852-22;mcgazmuri;Matías Felipe Gazmuri Correa;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
5624-65;vphuneeus;Verónica Alejandra Huneeus Prado;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
4613-23;irbarrenechea;Ignacio Tomás Barrenechea Rojas;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3827-93;dvlatorre;Daniela Sofía Latorre Valdés;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6733-97;ckmontoya;Cristóbal Ignacio Montoya Klein;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1890-14;mwarancibia;María José Arancibia Walker;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
1850-36;rfdelrio;Rodrigo Patricio Del Río Fuentes;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
5566-20;cscovarrubias;Claudia Beatriz Covarrubias Silva;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7275-92;flearrzuriz;Felipe Joaquín Errázuriz Lagos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
1470-65;alsanmartin;Ana Paula San Martín Loyola;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3854-38;gpvicuna;Gonzalo Esteban Vicuña Pérez;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
9224-62;csundurraga;Carolina Isabel Undurraga Soto;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4220-88;srbalmaceda;Sebastián Andrés Balmaceda Ríos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4358-60;mmecheverria;María Fernanda Echeverría Montoya;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3510-78;avlarrain;Alejandro Ignacio Larraín Valdés;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
1934-91;frzanartu;Francisca Ignacia Zañartu Rivas;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4574-36;nseyzaguirre;Natalia Fernanda Eyzaguirre Soto;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
5303-94;cuvaldes;Camila Antonia Valdés Urrutia;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
5144-16;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8037-98;mcdelano;María Elena Délano Cruz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1050-84;mdibanez;María Loreto Ibáñez Del Solar;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
9649-18;prirarrazaval;Pablo Andrés Irarrázaval Ríos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
9043-16;tflabbe;Tomás Eduardo Labbé Fuenzalida;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2655-67;lcvial;Lorena Marcela Vial Cifuentes;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7472-53;avlecaros;Alonso Martín Lecaros Vega;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
5780-20;cmvillalobos;Catalina Andrea Villalobos Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
6725-75;pfleniz;Paula Verónica Léniz Figueroa;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
9097-73;glvergara;Gonzalo Patricio Vergara Lyon;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
5173-65;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3128-77;msgarciahuidobro;María Paz García-Huidobro Silva;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
9805-51;iszaldivar;Ignacio Benjamín Zaldívar Soto;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
9900-84;aqsolar;Andrea Paulina Solar Quiroga;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6226-34;vcalywin;Vicente Tomás Aylwin Cáceres;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7603-33;hlhurtado;Héctor Manuel Hurtado Larraín;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
5355-79;rvprieto;Rodrigo Esteban Prieto Valenzuela;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
1235-45;mdlarraechea;María Angélica Larraechea Díaz;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
6871-10;mvbarros;Mauricio Andrés Barros Varela;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
5183-86;npsubercaseaux;Natalia Beatriz Subercaseaux Prado;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
